job_title,job_url,company_name,experience,salary,location,skills,description,search_keyword,search_location,scraped_at,source,posted_date,job_title_clean,company_name_clean,salary_min_lpa,salary_max_lpa,salary_avg_lpa,exp_min_years,exp_max_years,experience_level,primary_city,is_remote,is_hybrid,text_to_search,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_r,has_statistics,has_machine_learning,has_data_visualization,has_etl,has_pandas,has_numpy,has_scikit-learn,has_aws,has_azure,has_big_data,total_skills_mentioned,cleaned_at,days_since_scraped
Data Scientist,https://www.naukri.com/job-listings-data-scientist-krazy-mantra-group-of-companies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-060225503614,Krazy Mantra It,6-9 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning, Save",,data-scientist,mumbai,2025-12-04 12:27:36,Naukri,,Data Scientist,Krazy Mantra It,,,,6.0,9.0,Senior Level (5+ years),Pune,False,False," algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-cynosure-corporate-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-220125501155,Cynosure Corporate Solutions,3-5 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, IT services, deep learning, C++, Operations research, Machine learning, Natural language processing, Econometrics, Save",,data-scientist,mumbai,2025-12-04 12:27:36,Naukri,,Data Scientist,Cynosure Corporate Solutions,,,,3.0,5.0,Mid Level (3-5 years),Pune,False,False," computer science, it services, deep learning, c++, operations research, machine learning, natural language processing, econometrics, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-green-clover-mumbai-3-to-6-years-030423501907,Green Clover,3-6 Yrs,Not Disclosed,Mumbai,"Telecom, SAS, Analytical, Machine learning, Data quality, MS Office, Data mining, Analytics, Save",,data-scientist,mumbai,2025-12-04 12:27:36,Naukri,,Data Scientist,Green Clover,,,,3.0,6.0,Mid Level (3-5 years),Mumbai,False,False," telecom, sas, analytical, machine learning, data quality, ms office, data mining, analytics, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-koantek-hyderabad-bengaluru-mumbai-all-areas-3-to-8-years-061125036173,Koantek,3-8 Yrs,Not Disclosed,"Hybrid - Mumbai (All Areas), Hyderabad, Bengaluru","Generative Ai, Databricks, Machine Learning, Ml, Data, Data Bricks, Machine, Artificial Intelligence, Save",,data-scientist,mumbai,2025-12-04 12:27:37,Naukri,,Data Scientist,Koantek,,,,3.0,8.0,Mid Level (3-5 years),Bangalore,False,True," generative ai, databricks, machine learning, ml, data, data bricks, machine, artificial intelligence, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-alike-thoughts-hyderabad-bengaluru-mumbai-all-areas-5-to-10-years-170925029119,LTIMindtree,5-10 Yrs,Not Disclosed,"Hybrid - Mumbai (All Areas), Hyderabad, Bengaluru","Data Science, R, Artificial Intelligence, Natural Language Processing, RAG, Al, gen AI, Machine Learning, Save",,data-scientist,mumbai,2025-12-04 12:27:37,Naukri,,Data Scientist,LTIMindtree,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,True," data science, r, artificial intelligence, natural language processing, rag, al, gen ai, machine learning, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist- Item Science,https://www.naukri.com/job-listings-data-scientist-item-science-target-corporation-india-pvt-ltd-bengaluru-1-to-5-years-031225504747,Target,1-5 Yrs,Not Disclosed,Bengaluru,"Supply chain, Computer vision, Data analysis, Analytical, Machine learning, Agile, Network security, Data structures, Save",,data-scientist,bangalore,2025-12-04 12:27:52,Naukri,,Data Scientist,Target,,,,1.0,5.0,Entry Level (0-2 years),Bangalore,False,False," supply chain, computer vision, data analysis, analytical, machine learning, agile, network security, data structures, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-reuters-news-agency-bengaluru-3-to-5-years-021225504748,Reuters,3-5 Yrs,Not Disclosed,Bengaluru,"Computer science, Career development, data science, Consulting, Machine learning, Customer retention, Flex, Customer service, Save",,data-scientist,bangalore,2025-12-04 12:27:53,Naukri,,Data Scientist,Reuters,,,,3.0,5.0,Mid Level (3-5 years),Bangalore,False,False," computer science, career development, data science, consulting, machine learning, customer retention, flex, customer service, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-spigot-software-bengaluru-2-to-5-years-041225010624,Spigot Software,2-5 Yrs,12-22 Lacs PA,Hybrid - Bengaluru,"Data scientist, Machine Learning, Python, Data, Machine, Save",,data-scientist,bangalore,2025-12-04 12:27:53,Naukri,,Data Scientist,Spigot Software,12.0,22.0,17.0,2.0,5.0,Entry Level (0-2 years),Bangalore,False,True," data scientist, machine learning, python, data, machine, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-genpact-hyderabad-bengaluru-delhi-ncr-4-to-9-years-170925012727,Genpact,4-9 Yrs,9-19 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR","Data Science, Aiml, Machine Learning, Deep Learning, Python, LLMs, Machine, Data, Save",,data-scientist,bangalore,2025-12-04 12:27:54,Naukri,,Data Scientist,Genpact,9.0,19.0,14.0,4.0,9.0,Mid Level (3-5 years),Bangalore,False,True," data science, aiml, machine learning, deep learning, python, llms, machine, data, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-epictus-solutions-bengaluru-2-to-7-years-041225916283,Epictus Solutions,2-7 Yrs,10-20 Lacs PA,Bengaluru(Koramangala),"Data Science, Machine Learning, Python, Golang, Data, Machine, Science, Save",,data-scientist,bangalore,2025-12-04 12:27:54,Naukri,,Data Scientist,Epictus Solutions,10.0,20.0,15.0,2.0,7.0,Entry Level (0-2 years),Bangalore,False,False," data science, machine learning, python, golang, data, machine, science, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist / AI Specialist,https://www.naukri.com/job-listings-data-scientist-ai-specialist-mresult-technologies-mangaluru-bengaluru-5-to-10-years-031125026427,Mresult Technologies,5-10 Yrs,Not Disclosed,"Hybrid - Mangaluru, Bengaluru","Data Science, GenAI, Artificial Intelligence, Python, Predictive Modeling, Machine Learning, Deep Learning, Machine, Save",,data-scientist,bangalore,2025-12-04 12:27:55,Naukri,,Data Scientist,Mresult Technologies,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,True," data science, genai, artificial intelligence, python, predictive modeling, machine learning, deep learning, machine, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-shell-energy-chennai-bengaluru-6-to-8-years-021225506300,Octopus Energy,6-8 Yrs,Not Disclosed,"Chennai, Bengaluru","Mining, SAP, Renewable energy, LNG, Analytical, Monitoring, Analytics, SQL, Save",,data-scientist,bangalore,2025-12-04 12:27:55,Naukri,,Data Scientist,Octopus Energy,,,,6.0,8.0,Senior Level (5+ years),Bangalore,False,False," mining, sap, renewable energy, lng, analytical, monitoring, analytics, sql, save",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
DATA SCIENTIST - DATA SCIENTIST,https://www.naukri.com/job-listings-data-scientist-data-scientist-happiest-minds-technologies-bengaluru-3-to-5-years-031225022236,Happiest Minds Technologies,3-5 Yrs,Not Disclosed,Bengaluru,"arima, azure databricks, aml, algorithms, python, demand forecasting, natural language processing, pytest, Save",,data-scientist,bangalore,2025-12-04 12:27:57,Naukri,,Data Scientist,Happiest Minds Technologies,,,,3.0,5.0,Mid Level (3-5 years),Bangalore,False,False," arima, azure databricks, aml, algorithms, python, demand forecasting, natural language processing, pytest, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2025-12-09 20:13:03,5
AI Engineer/Data scientist,https://www.naukri.com/job-listings-ai-engineer-data-scientist-rishabh-software-hyderabad-ahmedabad-bengaluru-3-to-8-years-270825006777,Rishabh Software,3-8 Yrs,Not Disclosed,"Hyderabad, Ahmedabad, Bengaluru","Agentic Ai, Generative Ai Tools, RAG, LLM, GenAI, prompt engineering, Generative Ai, MLOp, Save",,data-scientist,bangalore,2025-12-04 12:27:57,Naukri,,Data Scientist,Rishabh Software,,,,3.0,8.0,Mid Level (3-5 years),Bangalore,False,False," agentic ai, generative ai tools, rag, llm, genai, prompt engineering, generative ai, mlop, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-luxoft-india-llp-bengaluru-5-to-10-years-021225924522,Luxoft,5-10 Yrs,Not Disclosed,Bengaluru,"data scientist, front end, snowflake, python, ai, databricks, power bi, numpy, Save",,data-scientist,bangalore,2025-12-04 12:27:57,Naukri,,Data Scientist,Luxoft,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,False," data scientist, front end, snowflake, python, ai, databricks, power bi, numpy, save",True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-applied-materials-israel-bengaluru-3-to-7-years-031225504908,Applied Materials Israel,3-7 Yrs,Not Disclosed,Bengaluru,"Unix, Computer vision, Automation, Semiconductor, Linux, Analytical, Artificial Intelligence, Machine learning, Save",,data-scientist,bangalore,2025-12-04 12:27:57,Naukri,,Data Scientist,Applied Materials Israel,,,,3.0,7.0,Mid Level (3-5 years),Bangalore,False,False," unix, computer vision, automation, semiconductor, linux, analytical, artificial intelligence, machine learning, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-granicus-inc-bengaluru-6-to-11-years-250325013788,Granicus Inc,6-11 Yrs,Not Disclosed,Remote,"Data Science, Generative Ai, Machine Learning, Artificial Intelligence, Python, Machine, Data, Science, Save",,data-scientist,bangalore,2025-12-04 12:27:58,Naukri,,Data Scientist,Granicus Inc,,,,6.0,11.0,Senior Level (5+ years),Remote,True,False," data science, generative ai, machine learning, artificial intelligence, python, machine, data, science, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Logistics Data Scientist,https://www.naukri.com/job-listings-logistics-data-scientist-applied-materials-israel-bengaluru-4-to-7-years-031225504815,Applied Materials Israel,4-7 Yrs,Not Disclosed,Bengaluru,"Semiconductor, data science, SAS, Business analytics, Data mining, MATLAB, SQL, Python, Save",,data-scientist,bangalore,2025-12-04 12:27:58,Naukri,,Data Scientist,Applied Materials Israel,,,,4.0,7.0,Mid Level (3-5 years),Bangalore,False,False," semiconductor, data science, sas, business analytics, data mining, matlab, sql, python, save",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-shimento-india-llp-hyderabad-bengaluru-3-to-6-years-021225503990,Shimento India Llp,3-6 Yrs,Not Disclosed,"Hyderabad, Bengaluru","Computer science, deep learning, Cloud computing, data science, GCP, Machine learning, Cloud, Natural language processing, Save",,data-scientist,bangalore,2025-12-04 12:27:58,Naukri,,Data Scientist,Shimento India Llp,,,,3.0,6.0,Mid Level (3-5 years),Bangalore,False,False," computer science, deep learning, cloud computing, data science, gcp, machine learning, cloud, natural language processing, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-philips-india-limited-bengaluru-6-to-11-years-011225501805,Philips,6-11 Yrs,Not Disclosed,Bengaluru,"Data analysis, SAP, Analytical, Healthcare, Data processing, Manager Quality Control, Data mining, Operations, Save",,data-scientist,bangalore,2025-12-04 12:28:11,Naukri,,Data Scientist,Philips,,,,6.0,11.0,Senior Level (5+ years),Bangalore,False,False," data analysis, sap, analytical, healthcare, data processing, manager quality control, data mining, operations, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Scientist - Platforms,https://www.naukri.com/job-listings-data-scientist-platforms-microland-limited-bengaluru-2-to-5-years-281125500767,Microland,2-5 Yrs,Not Disclosed,Bengaluru,"Root cause analysis, Automation engineering, Manufacturing process, Process control, Artificial Intelligence, Machine learning, Software development life cycle, Natural language processing, Save",,data-scientist,bangalore,2025-12-04 12:28:11,Naukri,,Data Scientist,Microland,,,,2.0,5.0,Entry Level (0-2 years),Bangalore,False,False," root cause analysis, automation engineering, manufacturing process, process control, artificial intelligence, machine learning, software development life cycle, natural language processing, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-alstom-transport-india-ltd-bengaluru-7-to-12-years-011225905532,Alstom,7-12 Yrs,Not Disclosed,Bengaluru,"data scientist, python, neural networks, ai, numpy, machine learning, artificial intelligence, sql, Save",,data-scientist,bangalore,2025-12-04 12:28:12,Naukri,,Data Scientist,Alstom,,,,7.0,12.0,Senior Level (5+ years),Bangalore,False,False," data scientist, python, neural networks, ai, numpy, machine learning, artificial intelligence, sql, save",True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,2025-12-09 20:13:03,5
Data Scientist - L3,https://www.naukri.com/job-listings-data-scientist-l3-wipro-limited-bengaluru-3-to-5-years-271125926423,Wipro,3-5 Yrs,Not Disclosed,Bengaluru,"data science, python, team management, natural language processing, scikit-learn, neural networks, ml deployment, machine learning, Save",,data-scientist,bangalore,2025-12-04 12:28:12,Naukri,,Data Scientist,Wipro,,,,3.0,5.0,Mid Level (3-5 years),Bangalore,False,False," data science, python, team management, natural language processing, scikit-learn, neural networks, ml deployment, machine learning, save",True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3,2025-12-09 20:13:03,5
Advanced Data Scientist,https://www.naukri.com/job-listings-advanced-data-scientist-exxon-mobil-corporation-bengaluru-5-to-10-years-011225501073,Exxon Mobil Corporation,5-10 Yrs,Not Disclosed,Bengaluru,"Version control, Networking, Neural networks, Machine learning, Agile, Pattern recognition, Operations, Python, Save",,data-scientist,bangalore,2025-12-04 12:28:12,Naukri,,Data Scientist,Exxon Mobil Corporation,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,False," version control, networking, neural networks, machine learning, agile, pattern recognition, operations, python, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Analyst - Data Scientist,https://www.naukri.com/job-listings-analyst-data-scientist-alexion-bengaluru-4-to-9-years-271125504972,Alexion Pharmaceuticals,4-9 Yrs,Not Disclosed,Bengaluru,"Performance tuning, Automation, Data modeling, HTTP, Oracle, Teradata, SQL, CRM, Save",,data-scientist,bangalore,2025-12-04 12:28:13,Naukri,,Data Analyst,Alexion Pharmaceuticals,,,,4.0,9.0,Mid Level (3-5 years),Bangalore,False,False," performance tuning, automation, data modeling, http, oracle, teradata, sql, crm, save",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-han-digital-solution-p-hubli-mangaluru-mysuru-bengaluru-belgaum-0-to-3-years-221125501255,Han Digital Solution,0-3 Yrs,Not Disclosed,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","SAS, Data management, Machine learning, Application development, Oracle, Business intelligence, microsoft, Open source, Save",,data-scientist,bangalore,2025-12-04 12:28:13,Naukri,,Data Scientist,Han Digital Solution,,,,0.0,3.0,Fresher (0 years),Bangalore,False,False," sas, data management, machine learning, application development, oracle, business intelligence, microsoft, open source, save",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist Supply Chain,https://www.naukri.com/job-listings-data-scientist-supply-chain-cisco-systems-india-private-limited-bengaluru-6-to-11-years-281125916659,Cisco,6-11 Yrs,Not Disclosed,Bengaluru,"Data Scientist, Ml Engineer, Tensorflow, Github, Bigquery, Google Cloud Platform, Ai, Bi Tools, Save",,data-scientist,bangalore,2025-12-04 12:28:13,Naukri,,Data Scientist,Cisco,,,,6.0,11.0,Senior Level (5+ years),Bangalore,False,False," data scientist, ml engineer, tensorflow, github, bigquery, google cloud platform, ai, bi tools, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data scientist,https://www.naukri.com/job-listings-data-scientist-ideslabs-private-limited-bengaluru-7-to-12-years-271125921806,Leading Client,7-12 Yrs,Not Disclosed,Bengaluru,"data scientist, time series analysis, python, r, machine learning, sql, Machine, Data, Save",,data-scientist,bangalore,2025-12-04 12:28:14,Naukri,,Data Scientist,Leading Client,,,,7.0,12.0,Senior Level (5+ years),Bangalore,False,False," data scientist, time series analysis, python, r, machine learning, sql, machine, data, save",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-alois-solutions-bengaluru-3-to-6-years-031225022837,ALOIS Solutions,3-6 Yrs,5-10 Lacs PA,Hybrid - Bengaluru,"Data Science, Artificial Intelligence, Python, Time Series, Machine Learning, Intelligence, Science, Time, Save",,data-scientist,bangalore,2025-12-04 12:28:15,Naukri,,Data Scientist,ALOIS Solutions,5.0,10.0,7.5,3.0,6.0,Mid Level (3-5 years),Bangalore,False,True," data science, artificial intelligence, python, time series, machine learning, intelligence, science, time, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist(SLM),https://www.naukri.com/job-listings-data-scientist-slm-anlage-infotech-hyderabad-chennai-bengaluru-4-to-9-years-021225013152,Big 4,4-9 Yrs,Not Disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru","Generative Ai, Large Language Model, Natural Language Processing, Machine Learning, Deep Learning, Data Science, Artificial Intelligence, Machine, Save",,data-scientist,bangalore,2025-12-04 12:28:15,Naukri,,Data Scientist,Big 4,,,,4.0,9.0,Mid Level (3-5 years),Bangalore,False,True," generative ai, large language model, natural language processing, machine learning, deep learning, data science, artificial intelligence, machine, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-le-human-resources-solutions-bengaluru-8-to-13-years-041225012785,Client Le HR Solutions,8-13 Yrs,Not Disclosed,Bengaluru,"Data Scientist, Time Series, Python, Predictive Modeling, Data Science, R, Time Series Analysis, Natural Language Processing, Save",,data-scientist,bangalore,2025-12-04 12:28:16,Naukri,,Data Scientist,Client Le HR Solutions,,,,8.0,13.0,Senior Level (5+ years),Bangalore,False,False," data scientist, time series, python, predictive modeling, data science, r, time series analysis, natural language processing, save",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist - 4 To 12 Years at Bangalore.,https://www.naukri.com/job-listings-data-scientist-4-to-12-years-at-bangalore-le-human-resources-solutions-bengaluru-5-to-10-years-031225011355,Le HR Client,5-10 Yrs,Not Disclosed,Bengaluru,"R, Time Series Analysis, Time Series, Machine Learning, Python, Predictive Modeling, Statistical Modeling, Dimensional Modeling, Save",,data-scientist,bangalore,2025-12-04 12:28:16,Naukri,,Data Scientist,Le HR Client,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,False," r, time series analysis, time series, machine learning, python, predictive modeling, statistical modeling, dimensional modeling, save",True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-pri-india-it-services-bengaluru-4-to-8-years-031225024856,Pri India It Services,4-8 Yrs,Not Disclosed,Hybrid - Bengaluru,"Pandas, Cursor, Machine Learning, React jS, Python, Data Science, azure, Data, Save",,data-scientist,bangalore,2025-12-04 12:28:16,Naukri,,Data Scientist,Pri India It Services,,,,4.0,8.0,Mid Level (3-5 years),Bangalore,False,True," pandas, cursor, machine learning, react js, python, data science, azure, data, save",True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,4,2025-12-09 20:13:03,5
Permanent Opportunity For Data Scientist @ Chennai/Bangalore/Pune/Hyd,https://www.naukri.com/job-listings-permanent-opportunity-for-data-scientist-chennai-bangalore-pune-hyd-deloitte-consulting-hyderabad-chennai-bengaluru-5-to-10-years-241125015067,Deloitte Consulting,5-10 Yrs,16-25 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru","Data Science, Machine Learning, Statistical Modeling, Science, Modeling, Machine, Data, Statistics, Save",,data-scientist,bangalore,2025-12-04 12:28:29,Naukri,,Data Scientist,Deloitte Consulting,16.0,25.0,20.5,5.0,10.0,Mid Level (3-5 years),Bangalore,False,True," data science, machine learning, statistical modeling, science, modeling, machine, data, statistics, save",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist- Computer Vision,https://www.naukri.com/job-listings-data-scientist-computer-vision-capgemini-bengaluru-9-to-12-years-251125017939,Capgemini,9-12 Yrs,Not Disclosed,Hybrid - Bengaluru,"Deep learning, Computer vision, Machine learning, Vision, Computer, Machine, Data, Save",,data-scientist,bangalore,2025-12-04 12:28:29,Naukri,,Data Scientist,Capgemini,,,,9.0,12.0,Senior Level (5+ years),Bangalore,False,True," deep learning, computer vision, machine learning, vision, computer, machine, data, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Scientist(critical),https://www.naukri.com/job-listings-data-scientist-critical-pwc-india-bengaluru-4-to-8-years-201125022032,PwC India,4-8 Yrs,Not Disclosed,Hybrid - Bengaluru,"Data Science, Data Modelling, Data Scientist, ETL, AWS, Python, azure, Data, Save",,data-scientist,bangalore,2025-12-04 12:28:31,Naukri,,Data Scientist,PwC India,,,,4.0,8.0,Mid Level (3-5 years),Bangalore,False,True," data science, data modelling, data scientist, etl, aws, python, azure, data, save",True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,4,2025-12-09 20:13:03,5
Data Scientist- P,https://www.naukri.com/job-listings-data-scientist-p-puresoftware-pvt-ltd-bengaluru-7-to-12-years-271125023540,PureSoftware Pvt Ltd,7-12 Yrs,Not Disclosed,Bengaluru,"cd, python, analytical, insights, scikit-learn, probability, microsoft azure, ci/cd, Save",,data-scientist,bangalore,2025-12-04 12:28:31,Naukri,,Data Scientist,PureSoftware Pvt Ltd,,,,7.0,12.0,Senior Level (5+ years),Bangalore,False,False," cd, python, analytical, insights, scikit-learn, probability, microsoft azure, ci/cd, save",True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,2025-12-09 20:13:03,5
Gen AI - Data Scientist,https://www.naukri.com/job-listings-gen-ai-data-scientist-cognizant-hyderabad-chennai-bengaluru-5-to-10-years-261125025490,Cognizant,5-10 Yrs,Not Disclosed,"Hyderabad, Chennai, Bengaluru","Generative Ai, Natural Language Processing, Aiml, Machine Learning, Python, AWS, Deep Learning, Azure Cognitive Services, Save",,data-scientist,bangalore,2025-12-04 12:28:32,Naukri,,Data Scientist,Cognizant,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,False," generative ai, natural language processing, aiml, machine learning, python, aws, deep learning, azure cognitive services, save",True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,4,2025-12-09 20:13:03,5
Data Scientists with AI and Generative Model experience,https://www.naukri.com/job-listings-data-scientists-with-ai-and-generative-model-experience-genpact-kolkata-hyderabad-bengaluru-3-to-6-years-270525041000,Genpact,3-6 Yrs,Not Disclosed,"Hybrid - Kolkata, Hyderabad, Bengaluru","AI/ML, Data Scientist, generative AI models, Python, SQL, Azure, GCP, AWS, Save",,data-scientist,bangalore,2025-12-04 12:28:32,Naukri,,Data Scientist,Genpact,,,,3.0,6.0,Mid Level (3-5 years),Bangalore,False,True," ai/ml, data scientist, generative ai models, python, sql, azure, gcp, aws, save",True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,5,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-ralph-lauren-bengaluru-6-to-9-years-011225501837,Ralph Lauren,6-9 Yrs,Not Disclosed,Bengaluru,"Hospitality, Web analytics, Machine learning, Data processing, Information technology, Forecasting, Monitoring, SQL, Save",,data-scientist,bangalore,2025-12-04 12:28:33,Naukri,,Data Scientist,Ralph Lauren,,,,6.0,9.0,Senior Level (5+ years),Bangalore,False,False," hospitality, web analytics, machine learning, data processing, information technology, forecasting, monitoring, sql, save",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Scientist 4,https://www.naukri.com/job-listings-data-scientist-4-oracle-india-pvt-ltd-bengaluru-6-to-11-years-251125926274,Oracle,6-11 Yrs,Not Disclosed,Bengaluru,"Data Science, enterprise software, python, oracle, technical leadership, data pipelines, ai, llm, Save",,data-scientist,bangalore,2025-12-04 12:28:33,Naukri,,Data Scientist,Oracle,,,,6.0,11.0,Senior Level (5+ years),Bangalore,False,False," data science, enterprise software, python, oracle, technical leadership, data pipelines, ai, llm, save",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Inviting applications For the role of Full Stack Data Scientist,https://www.naukri.com/job-listings-inviting-applications-for-the-role-of-full-stack-data-scientist-genpact-kolkata-hyderabad-bengaluru-10-to-15-years-270525040955,Genpact,10-15 Yrs,Not Disclosed,"Hybrid - Kolkata, Hyderabad, Bengaluru","AI/ML, model architecture, Generative AI Applications, Azure Devops, Python, CI/CD pipelines, LLMs, Rest Apis, Save",,data-scientist,bangalore,2025-12-04 12:28:33,Naukri,,Data Scientist,Genpact,,,,10.0,15.0,Senior Level (5+ years),Bangalore,False,True," ai/ml, model architecture, generative ai applications, azure devops, python, ci/cd pipelines, llms, rest apis, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2025-12-09 20:13:03,5
Data Scientist,https://www.naukri.com/job-listings-data-scientist-applied-materials-india-private-limited-bengaluru-3-to-7-years-261125928854,Applied Materials,3-7 Yrs,Not Disclosed,Bengaluru,"data scientist, data preprocessing, python, natural language processing, ai, databricks, machine learning, artificial intelligence, Save",,data-scientist,bangalore,2025-12-04 12:28:34,Naukri,,Data Scientist,Applied Materials,,,,3.0,7.0,Mid Level (3-5 years),Bangalore,False,False," data scientist, data preprocessing, python, natural language processing, ai, databricks, machine learning, artificial intelligence, save",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
