job_title,job_url,company_name,experience,salary,location,skills,description,search_keyword,search_location,scraped_at,source
Business Analyst,https://www.naukri.com/job-listings-business-analyst-wissen-technology-mumbai-2-to-5-years-191125037311,Wissen Technology,2-5 Yrs,Not Disclosed,Hybrid - Mumbai,"Excel, Derivatives, Business Analytics, Brd, FSD, Risk Analysis, Data Modeling, Investment, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:16,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-artium-academy-mumbai-0-to-3-years-211125500975,Artium Academy,0-3 Yrs,Not Disclosed,Mumbai,"business requirements, business analysis, risk, business operations, communication skills, Analysis, Requirements, Operations, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:16,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-12-to-15-years-011225921427,Accenture,12-15 Yrs,Not Disclosed,Mumbai,"trading, project management, oems, charles river, risk analytics, middle office, documentation, investment banking, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:16,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-011225923458,Accenture,7-12 Yrs,Not Disclosed,Mumbai,"gap analysis, business analysis, sql, process modeling, agile methodology, project management, data analysis, documentation, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:16,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-1-to-4-years-281125921678,Accenture,1-4 Yrs,Not Disclosed,Mumbai,"business analyst, insurance, data analysis, data warehousing, research, sql, insurance domain, cloud, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:17,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-12-to-15-years-011225921171,Accenture,12-15 Yrs,Not Disclosed,Mumbai,"trading, project management, oems, charles river, risk analytics, middle office, documentation, investment banking, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:17,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-skillventory-mumbai-all-areas-3-to-5-years-031225010465,skillVentory,3-5 Yrs,17-20 Lacs PA,Mumbai (All Areas),"Brd, UAT, Aml Compliance, Requirement Gathering, User Stories, FRD, Business Analysis, Requirements, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:18,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-jaytech-mumbai-pune-2-to-5-years-031225022545,Jaytech,2-5 Yrs,Not Disclosed,"Mumbai, Pune","Business Development, Engineering Services, Sales, Sales And Marketing, Marketing, Engineering, Development, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:18,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-navi-mumbai-5-to-10-years-011225922791,Accenture,5-10 Yrs,Not Disclosed,Navi Mumbai,"sap, data analysis, process analysis, business process analysis, retail, project management, gap analysis, documentation, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:18,Naukri
Business Analyst - PRDS,https://www.naukri.com/job-listings-business-analyst-prds-genxhire-services-private-limited-mumbai-5-to-10-years-241125910162,Leading Client,5-10 Yrs,Not Disclosed,Mumbai,"Business Analytics, Agile Methodology, Investment Banking, Process Mapping, Brd, UAT, Product Pricing, Pressure reducing and Disrupting system, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:19,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-011225932369,Accenture,5-10 Yrs,Not Disclosed,Mumbai,"credit risk, iq, regulatory reporting, accounting, financial products, project management, data analysis, lending, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:19,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-acg-mumbai-all-areas-2-to-5-years-021225013562,ACG,2-5 Yrs,Not Disclosed,Mumbai (All Areas),"Track And Trace, Business Analysis, Requirement Gathering, Documentation, Analysis, Tracing, Tracing, Tracking, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:19,Naukri
Business Analyst - PRDS,https://www.naukri.com/job-listings-business-analyst-prds-genxhire-services-private-limited-mumbai-suburban-5-to-10-years-241125910081,Leading Client,5-10 Yrs,Not Disclosed,Mumbai Suburban,"Business Analytics, Agile Methodology, Investment Banking, Process Mapping, Brd, UAT, Product Pricing, Pressure reducing and Disrupting system, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:19,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-011225932368,Accenture,5-10 Yrs,Not Disclosed,Mumbai,"credit risk, iq, regulatory reporting, accounting, financial products, project management, data analysis, lending, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:20,Naukri
Business Analyst - PRDS,https://www.naukri.com/job-listings-business-analyst-prds-genxhire-services-private-limited-navi-mumbai-5-to-10-years-241125910208,Leading Client,5-10 Yrs,Not Disclosed,Navi Mumbai,"Business Analytics, Agile Methodology, Investment Banking, Process Mapping, Brd, UAT, Product Pricing, Pressure reducing and Disrupting system, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:20,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-nomura-capital-india-private-limited-mumbai-1-to-7-years-011225503447,Nomura,1-7 Yrs,Not Disclosed,Mumbai,"global operations, Wealth management, Business Analyst, Investment banking, Investment management, Training and Development, Information technology, Financial services, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:31,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-hdfc-securities-mumbai-all-areas-3-to-6-years-191125019673,Hdfc Securities,3-6 Yrs,Not Disclosed,Mumbai (All Areas),"Business Analysis, Process Documentation, Broking, Requirement Gathering, Database Management, Stock Market, UAT, Quality Assurance, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:31,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-volody-product-inc-mumbai-2-to-6-years-261125936089,Volody Product,2-6 Yrs,Not Disclosed,Mumbai,"Business Analyst, Cost-Benefit Analysis, Customer Success, business process optimization, user acceptance testing, coaching, Optimization, Analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:32,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-genxhire-services-private-limited-mumbai-0-to-2-years-211125926857,Leading Client,0-2 Yrs,Not Disclosed,Mumbai,"business analyst, Analytical Skills, MBA Fresher, Good Comm Skills, Analytics, Comm Skills, Analytical Skill, Analytical, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:32,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-volody-product-inc-mumbai-2-to-6-years-261125933475,Volody Product,2-6 Yrs,Not Disclosed,Mumbai,"Cost-Benefit Analysis, requirements analysis, Customer Success, Business Analyst, user acceptance testing, Product Delivery, communication skills, Customer focus, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:32,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-genxhire-services-private-limited-navi-mumbai-0-to-2-years-211125926817,Leading Client,0-2 Yrs,Not Disclosed,Navi Mumbai,"business analyst, Analytical Skills, MBA Fresher, Good Comm Skills, Analytical, Business analysis, Analytics, Comm, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:33,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-genxhire-services-private-limited-mumbai-suburban-0-to-2-years-211125926882,Leading Client,0-2 Yrs,Not Disclosed,Mumbai Suburban,"business analyst, Analytical Skills, MBA Fresher, Good Comm Skills, Analytics, Comm Skills, Analytical Skill, Analytical, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:33,Naukri
Business Analyst - Andheri,https://www.naukri.com/job-listings-business-analyst-andheri-shreesha-consultants-mumbai-suburban-navi-mumbai-mumbai-all-areas-1-to-6-years-211125022760,An Esteemed client of Shreesha Consultants,1-6 Yrs,3-5 Lacs PA,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Business Analytics, Requirement Gathering, User Acceptance Testing, Kam, Requirement Analysis, Project Documentation, Documentation, UAT, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:33,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-kiya-ai-mumbai-navi-mumbai-mumbai-all-areas-1-to-3-years-281125011160,Kiya.ai,1-3 Yrs,3-7 Lacs PA,"Hybrid - Mumbai, Navi Mumbai, Mumbai (All Areas)","Reconciliation, Data Analysis, Business Analysis, Pivot Table, Brd, Requirement Gathering, Test Cases, Pivot, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:33,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-ncr-corporation-mumbai-all-areas-3-to-8-years-201125022733,NCR Corporation,3-8 Yrs,Not Disclosed,Mumbai (All Areas),"Power Bi, VBA, Bi, Statistical Tools, Aiml, MS Office, Office, Statistics, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:34,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-qualitykiosk-mumbai-3-to-5-years-281125502765,QualityKiosk,3-5 Yrs,Not Disclosed,Mumbai,"Quality standards, Manager Quality Assurance, Business Analyst, Project management, System integration, Manager Technology, Deployment, Management, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:34,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-kiya-ai-mumbai-navi-mumbai-mumbai-all-areas-5-to-10-years-191125019910,Kiya.ai,5-10 Yrs,8-15 Lacs PA,"Mumbai, Navi Mumbai, Mumbai (All Areas)","Investment Banking, Banking Sector, Payments, Business Analysis, Payment Domain, Investment, DNS, Analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:34,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-neosoft-navi-mumbai-mumbai-all-areas-5-to-10-years-011225001553,NeoSOFT,5-10 Yrs,5-15 Lacs PA,"Navi Mumbai, Mumbai (All Areas)(CBD Belapur)","Payment Gateway Integration, Brd, Requirement Gathering, Business Analysis, Analysis, Payments, Gateways, Requirements, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:35,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-kiya-ai-navi-mumbai-mumbai-all-areas-5-to-10-years-251125015673,Kiya.ai,5-10 Yrs,Not Disclosed,"Navi Mumbai, Mumbai (All Areas)","business analyst, Retail Banking, Investment Banking, Internet Banking, Corporate Banking, Mobile Banking, Upi, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:35,Naukri
Business Analyst – BPM Delivery,https://www.naukri.com/job-listings-business-analyst-bpm-delivery-techpanion-mumbai-vashi-2-to-4-years-261125933520,Techpanion Solutions,2-4 Yrs,Not Disclosed,"Mumbai, Vashi","Business Analyst, OmniFlow, BPM Delivery, Accounts Payable, Project management, workflow management, Business process management, Laserfiche, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:35,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-tanla-platforms-gurugram-bengaluru-mumbai-all-areas-6-to-8-years-231125004998,Tanla Platforms,6-8 Yrs,Not Disclosed,"Mumbai (All Areas), Gurugram, Bengaluru","Government Projects, Requirement Gathering, Business Analysis, Project, Requirements, Analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:36,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-ion-exchange-mumbai-all-areas-5-to-10-years-201125022019,Ion Exchange,5-10 Yrs,Not Disclosed,Mumbai (All Areas),"Gap Analysis, Market Research, Business Analysis, Requirement Gathering, Requirement Analysis, Marketing, Research, Requirements, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:36,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-rarr-technologies-kochi-noida-kolkata-mumbai-nagpur-hyderabad-pune-chennai-coimbatore-bengaluru-6-to-9-years-211125501495,Rarr Technologies,6-9 Yrs,Not Disclosed,"Mumbai, Kochi, Noida, Kolkata, Nagpur, Hyderabad, Pune, Chennai, Coimbatore, Bengaluru","Business process, Automation, Claims, Underwriting, Process improvement, Analytical, Project planning, MS Office, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:36,Naukri
Guidewire Policy Center Business Analyst,https://www.naukri.com/job-listings-guidewire-policy-center-business-analyst-rarr-technologies-kochi-noida-kolkata-mumbai-nagpur-hyderabad-pune-chennai-coimbatore-bengaluru-3-to-8-years-211125501508,Rarr Technologies,3-8 Yrs,Not Disclosed,"Mumbai, Kochi, Noida, Kolkata, Nagpur, Hyderabad, Pune, Chennai, Coimbatore, Bengaluru","Analyst, Agile scrum, Business analysis, TDD, Business process improvement, Subject matter expertise, Troubleshooting, JIRA, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:36,Naukri
Business Analyst - Duck Creek,https://www.naukri.com/job-listings-business-analyst-duck-creek-rarr-technologies-kochi-noida-kolkata-mumbai-nagpur-hyderabad-pune-chennai-coimbatore-bengaluru-5-to-12-years-211125501461,Rarr Technologies,5-12 Yrs,Not Disclosed,"Mumbai, Kochi, Noida, Kolkata, Nagpur, Hyderabad, Pune, Chennai, Coimbatore, Bengaluru","System testing, Data analysis, Claims, Analytical, Billing, System integration, Agile, Gap analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:37,Naukri
Business analyst + paymentsliquidity,https://www.naukri.com/job-listings-business-analyst-paymentsliquidity-han-digital-solution-p-mumbai-nagpur-thane-nashik-pune-aurangabad-2-to-6-years-221125501781,Han Digital Solution,2-6 Yrs,Not Disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","accounts receivable, accounts payable, payments, business analysis, invoice processing, accounting, analysis, vendor payments, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:48,Naukri
Business Analyst (Automotive/Manufacturing) - Meghna POC,https://www.naukri.com/job-listings-business-analyst-automotive-manufacturing-meghna-poc-han-digital-solution-p-mumbai-nagpur-thane-nashik-pune-aurangabad-2-to-7-years-241125507401,Han Digital Solution,2-7 Yrs,Not Disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Product management, Data analysis, Manager Quality Assurance, Analytical, Strategic planning, Agile, Gap analysis, User acceptance testing, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:48,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-anand-rathi-it-private-limited-mumbai-1-to-4-years-160125504169,Tech Anand Rathi,1-4 Yrs,Not Disclosed,Mumbai,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:48,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-han-digital-solution-p-mumbai-nagpur-thane-nashik-pune-aurangabad-2-to-6-years-241125507086,Han Digital Solution,2-6 Yrs,Not Disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Business Analyst, Reconciliation, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:49,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-transorg-mumbai-all-areas-3-to-5-years-060825026106,TransOrg,3-5 Yrs,Not Disclosed,Mumbai (All Areas),"Excel, Power Bi, Python, Data Visualization, Data Cleansing, Tableau, SQL, Data, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:49,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-hiring-mavericks-mumbai-3-to-7-years-201125909460,Leading Client,3-7 Yrs,Not Disclosed,Mumbai,"Business Analysis, Requirement gathering, requirements analysis, business processes, PL SQL, Oracle, presentations, SDLC, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:49,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-a3-tech-mumbai-all-areas-2-to-5-years-090425022932,A3 Tech,2-5 Yrs,Not Disclosed,Mumbai (All Areas),"Exceptional analytical and conceptual thinking skills, Requirements Management, Mutual Funds, Ai Techniques, Prioritizing initiatives based on business needs and requirements., Requirements, Initiative, Artificial Intelligence, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:49,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-smartavya-analytica-mumbai-all-areas-3-to-5-years-211125028985,Smartavya Analytica,3-5 Yrs,Not Disclosed,Mumbai (All Areas),"Business Analysis, MS Visio, MS Office Suite, Confluence, business analysis tool, JIRA, SQL, Stakeholder Management, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:50,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-genxhire-services-private-limited-mumbai-6-to-10-years-241125909083,Leading Client,6-10 Yrs,Not Disclosed,Mumbai,"Financial Risk Management, FRM, Financial Risk, Risk Analytics, Credit Risk, Credit, Business analysis, Finance, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:50,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-bse-technologies-mumbai-all-areas-6-to-8-years-211125016633,BSE Technologies,6-8 Yrs,Not Disclosed,Mumbai (All Areas),"Business analysis, Requirement Gathering, Agile, Scrum, SDLC, Cbap, Confluence, JIRA, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:50,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-genxhire-services-private-limited-navi-mumbai-6-to-10-years-241125909114,Leading Client,6-10 Yrs,Not Disclosed,Navi Mumbai,"Financial Risk Management, FRM, Financial Risk, Risk Analytics, Credit Risk, Risk, Risk management, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:50,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-genxhire-services-private-limited-mumbai-suburban-6-to-10-years-241125909005,Leading Client,6-10 Yrs,Not Disclosed,Mumbai Suburban,"Financial Risk Management, FRM, Financial Risk, Risk Analytics, Credit Risk, Credit, Management, Risk, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:51,Naukri
Liquidity Business Analyst,https://www.naukri.com/job-listings-liquidity-business-analyst-capco-technologies-pvt-ltd-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-12-to-17-years-241125505917,Capco,12-17 Yrs,Not Disclosed,"Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru","Delivery excellence, Management consulting, Banking, Manager Technology, Consultancy, Financial services, Delivery, Technology, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:51,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-webol-mumbai-saudi-arabia-8-to-12-years-201125008683,Webol,8-12 Yrs,Not Disclosed,"Mumbai, Saudi Arabia","Technical Documentation, Requirement Gathering, User Stories, Wireframe, Srs, Use Cases, Flow Charts, JIRA, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:51,Naukri
AEM Business Analyst,https://www.naukri.com/job-listings-aem-business-analyst-apptad-inc-mumbai-nagpur-thane-nashik-pune-aurangabad-5-to-10-years-251125507404,Apptad,5-10 Yrs,Not Disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Business analysis, Consulting, Javascript, CMS, Agile, HTML, SEO, Adobe, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:52,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-synergy-maritime-private-limited-mumbai-chennai-12-to-17-years-251125933422,Synergy Maritime,12-17 Yrs,Not Disclosed,"Mumbai, Chennai","business analyst, project management, six sigma, confluence, sprint, user stories, microsoft office suite, microsoft office, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:52,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-3across-navi-mumbai-mumbai-all-areas-7-to-12-years-261125018342,3across,7-12 Yrs,9-19 Lacs PA,"Hybrid - Navi Mumbai, Mumbai (All Areas)","Business Analyst, Avaloq, Requirement Gathering, Requirement Planning, Requirement Analysis, Business Analysis, Planning, Requirements, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:52,Naukri
Hybris Business Analyst,https://www.naukri.com/job-listings-hybris-business-analyst-apptad-inc-mumbai-nagpur-thane-nashik-pune-aurangabad-5-to-10-years-251125507523,Apptad,5-10 Yrs,Not Disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Product management, ERP, Backend, SAP, Network design, GCP, E-commerce, JIRA, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:53,Naukri
Business Analyst - Life,https://www.naukri.com/job-listings-business-analyst-life-rarr-technologies-mumbai-3-to-8-years-211125501438,Rarr Technologies,3-8 Yrs,Not Disclosed,Mumbai,"Solution design, Translation, Claims, Business Analyst, Functional testing, Agile methodology, Testing, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:53,Naukri
Windchill developer & Windchill Business Analyst,https://www.naukri.com/job-listings-windchill-developer-windchill-business-analyst-sree-veeraanjaneya-educational-and-charitabletrust-mumbai-hyderabad-pune-chennai-coimbatore-bengaluru-8-to-13-years-271125035864,product based company,8-13 Yrs,Not Disclosed,"Hybrid - Mumbai, Hyderabad, Pune, Chennai, Coimbatore, Bengaluru","windchill Architect, Pdm Link, windchill business analyst, Windchill Customization, PLM, PDM, PTC, Architecture, Save",N/A,business-analyst,mumbai,2025-12-04 12:34:53,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-priceline-com-mumbai-3-to-4-years-031125500591,Priceline,3-4 Yrs,Not Disclosed,Mumbai,"Business Analyst, data science, Business analytics, Analytical, Advanced Excel, Customer service, SQL, Python, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:05,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-vmock-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-190924501017,Vmock,0-2 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Analytical skills, Business Analyst, Customer satisfaction, Machine learning, Customer experience, Business intelligence, Content development, Analytics, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:05,Naukri
BUSINESS ANALYST,https://www.naukri.com/job-listings-business-analyst-godigi-infotech-mumbai-chennai-0-to-1-years-061123500783,Godigi Infotech,0-1 Yrs,Not Disclosed,"Mumbai, Chennai","Business Analyst, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:05,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-euro-india-fresh-foods-mumbai-all-areas-2-to-4-years-191124026772,Euro India Fresh Foods,2-4 Yrs,4-4.75 Lacs PA,Mumbai (All Areas),"Analytical skills, Data analysis, Sales analysis Business Economics, Competitive analysis, Interpersonal skills, Business analytics, Market research, Analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:06,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-barclays-shared-services-mumbai-0-to-13-years-071125500286,Barclays,0-13 Yrs,Not Disclosed,Mumbai,"NSE, Front end, Analytical, Back office, Incident management, Business strategy, Assistant Vice President, Stakeholder management, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:06,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-prosares-solutions-pvt-ltd-mumbai-0-to-4-years-231025501244,Prosares Solutions,0-4 Yrs,Not Disclosed,Mumbai,"project management, business requirements, gap analysis, documentation, business analysis, process improvement, problem solving, user stories, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:06,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-find-firms-mumbai-5-to-10-years-270624501643,Find Firms,5-10 Yrs,Not Disclosed,Mumbai,"project management, data analysis, data analytics, gap analysis, business solutions, project implementation, business analysis, uat, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:06,Naukri
Business Analyst - Bnaking Domain Exp,https://www.naukri.com/job-listings-business-analyst-bnaking-domain-exp-ziphertech-hyderabad-bengaluru-mumbai-all-areas-2-to-5-years-251125033082,ZIPHERTECH,2-5 Yrs,Not Disclosed,"Hybrid - Mumbai (All Areas), Hyderabad, Bengaluru","Banking Process, Banking Operations, Loan Servicing, Banking Sales, Banking Products, Us Banking, Loan Operations, Accounts Closing, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:07,Naukri
Business Analyst Optical,https://www.naukri.com/job-listings-business-analyst-optical-asg-eye-hospital-mumbai-4-to-8-years-111125033496,ASG Eye Hospital,4-8 Yrs,6-8 Lacs PA,Mumbai,"Business Analytics, Sales Analysis, Revenue Analysis, Power Bi, Advanced Excel, SQL, Python, Bi, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:07,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-nxg-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-180725503757,NXG World,0-3 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Business Analyst, Business analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:07,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-makrocare-mumbai-hyderabad-new-delhi-0-to-6-years-071025501493,Makrocare,0-6 Yrs,Not Disclosed,"Mumbai, Hyderabad, New Delhi","vendor management, project management, documentation, business analysis, process improvement, budgeting, strategic planning, operations, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:07,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-intellectual-capital-hr-consulting-mumbai-all-areas-3-to-8-years-041125034490,Intellectual capital HR consulting Pvt Ltd,3-8 Yrs,Not Disclosed,Mumbai (All Areas),"BA, Business Analytics, Waterfall, Requirement Gathering, UAT, JIRA, Business Analysis, Capital Market, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:08,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-truemeds-india-mumbai-2-to-4-years-110325501364,Truemeds India,2-4 Yrs,Not Disclosed,Mumbai,"Telecom, Operational excellence, Business Analyst, Data management, Solaris, Business analytics, Analytical, Order processing, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:08,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-5-to-10-years-171125921892,Accenture,5-10 Yrs,Not Disclosed,"Mumbai, Hyderabad","project management, business analysis, business process analysis, user acceptance testing, agile methodology, data analysis, project documentation, documentation, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:08,Naukri
Business Interlock Analyst,https://www.naukri.com/job-listings-business-interlock-analyst-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101125926404,Accenture,3-5 Yrs,Not Disclosed,Mumbai,"project management, excellent verbal and written communication skills, business analysis, business analytics, requirement analysis, tableau, data analysis, data analytics, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:09,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-elleys-modular-switches-mumbai-suburban-vasai-mumbai-all-areas-2-to-7-years-171125003705,Elleys Modular Switches,2-7 Yrs,2.5-6 Lacs PA,"Mumbai Suburban, Vasai, Mumbai (All Areas)","ERP Software Implementation, Process Automation, Project Management, Digital Transformation, Business Analysis, ERP System, PMP, Technology Implementation, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:09,Naukri
Business Analyst,https://www.naukri.com/job-listings-business-analyst-flash-aligners-mumbai-new-delhi-pune-3-to-4-years-120624502142,Flash Aligners,3-4 Yrs,Not Disclosed,"Mumbai, New Delhi, Pune","financial analysis, erp, data analysis, data analytics, presentation skills, business analysis, business analytics, analysis, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:09,Naukri
Business Analyst -FICO Blaze,https://www.naukri.com/job-listings-business-analyst-fico-blaze-yes-bank-pune-bengaluru-mumbai-all-areas-3-to-8-years-260825025172,Yes Bank,3-8 Yrs,Not Disclosed,"Mumbai (All Areas), Pune, Bengaluru","Fico Blaze, Blaze Advisor, dhw, FICO BRE, Fico Blaze Technologies, Blaze, Business Rule Engine, Rules, Save",N/A,business-analyst,mumbai,2025-12-04 12:35:10,Naukri
